93.170.92.0/24,RU,RU-TYU,Tyumen,625000
95.46.149.0/24,RU,RU-TYU,Tyumen,625000
31.148.172.0/24,RU,RU-TYU,Tyumen,625000
185.54.238.0/23,RU,RU-TYU,Tyumen,625000
95.46.148.0/24,RU,RU-TYU,Vinzili,625530
185.54.237.0/24,RU,RU-TYU,Zavodoukovsk,627140
185.54.236.0/24,RU,RU-SVE,Tavda,623950
31.148.173.0/24,RU,RU-KDA,Blagovetschenskaya,353427
